t p i e
605.315247 1 1248 2
607.000305 1 1249 3
608.450134 1 1250 3
609.561951 1 1251 3
610.259094 1 1252 3
610.922546 1 1253 3
611.919006 1 1254 3
612.677917 1 1255 4
613.660400 1 1256 3
614.149475 1 1257 3
614.752808 1 1258 4
614.898193 1 1259 2
615.195496 1 1260 3
615.575439 1 1261 2
616.069031 1 1262 2
616.469238 1 1263 3
616.633606 1 1264 3
616.796082 1 1265 2
617.073364 1 1266 3
617.468506 1 1267 3
617.644287 1 1268 4
617.810730 1 1269 2
618.197021 1 1270 2
618.539062 1 1271 3
619.212280 1 1272 3
619.749023 1 1273 3
620.575928 1 1274 4
621.289734 1 1275 3
622.173828 1 1276 3
623.804810 1 1277 3
624.657532 1 1278 4
625.248169 1 1279 4
626.009460 1 1280 4
626.750183 1 1281 4
626.817200 1 1282 4
626.883606 1 1283 2
627.167297 1 1284 2
627.300232 1 1285 2
627.659180 1 1286 2
627.843262 1 1287 2
631.760986 1 1288 2
634.333374 1 1289 2
634.839172 1 1290 3
635.220703 1 1291 4
635.441345 1 1292 3
635.578186 1 1293 4
635.722046 1 1294 4
635.876404 1 1295 4
636.062012 1 1296 4
636.177246 1 1297 2
636.681091 1 1298 3
638.131531 1 1299 4
638.585632 1 1300 3
639.371704 1 1301 3
639.847290 1 1302 3
640.205566 1 1303 3
640.651672 1 1304 3
640.960327 1 1305 3
641.598022 1 1306 3
642.105347 1 1307 4
642.329590 1 1308 3
642.722778 1 1309 4
642.904602 1 1310 4
643.174988 1 1311 3
643.717285 1 1312 4
643.845276 1 1313 4
643.944214 1 1314 3
644.141357 1 1315 2
644.747437 1 1316 3
645.582458 1 1317 2
646.337402 1 1318 2
647.317444 1 1319 3
647.899780 1 1320 3
648.319519 1 1321 4
648.737488 1 1322 4
648.994568 1 1323 4
649.216614 1 1324 4
649.558105 1 1325 4
649.749207 1 1326 4
650.162598 1 1327 3
650.730530 1 1328 3
651.139832 1 1329 3
651.183838 1 1330 3
651.259521 1 1331 2
651.463318 1 1332 2
651.583801 1 1333 2
652.151062 1 1334 2
652.258911 1 1335 2
652.362000 1 1336 2
652.496155 1 1337 2
652.594727 1 1338 2
652.832642 1 1339 2
653.900452 1 1340 2
654.358154 1 1341 3
654.616394 1 1342 2
655.250671 1 1343 2
655.881653 1 1344 2
657.746277 1 1345 2
658.349121 1 1346 3
658.608826 1 1347 3
658.669861 1 1348 3
658.745239 1 1349 3
658.817688 1 1350 2
659.928772 1 1351 2
661.692810 1 1352 2
663.096313 1 1353 2
664.528320 1 1354 3
664.705383 1 1355 3
665.145020 1 1356 2
665.584229 1 1357 3
666.061218 1 1358 2
666.500000 1 1359 3
666.761719 1 1360 3
667.230957 1 1361 3
667.460266 1 1362 2
667.921143 1 1363 3
668.179993 1 1364 3
668.419189 1 1365 4
668.659180 1 1366 3
668.806519 1 1367 3
669.027527 1 1368 3
669.072327 1 1369 3
669.118958 1 1370 3
669.249146 1 1371 2
669.424988 1 1372 2
669.519958 1 1373 2
669.683411 1 1374 2
669.834717 1 1375 2
669.944397 1 1376 2
670.106873 1 1377 2
670.401672 1 1378 2
670.527588 1 1379 2
671.609131 1 1380 2
672.576233 1 1381 3
673.138855 1 1382 2
675.317078 1 1383 2
676.577576 1 1384 3
677.653198 1 1385 3
678.440613 1 1386 3
679.463867 1 1387 4
680.107422 1 1388 4
680.561035 1 1389 4
680.647095 1 1390 4
680.940002 1 1391 3
681.389587 1 1392 4
681.757874 1 1393 3
681.807251 1 1394 2
681.876282 1 1395 2
682.080688 1 1396 2
684.721375 1 1397 2
684.768921 1 1398 2
684.848572 1 1399 3
684.881165 1 1400 2
685.031738 1 1401 2
685.170654 1 1402 2
685.280823 1 1403 2
685.550903 1 1404 2
686.191711 1 1405 2
686.585449 1 1406 2
686.939392 1 1407 4
687.075073 1 1408 3
687.119202 1 1409 2
687.195496 1 1410 3
687.393066 1 1411 3
687.468140 1 1412 2
687.602234 1 1413 3
688.510437 1 1414 3
690.243774 1 1415 2
692.088745 1 1416 2
693.355835 1 1417 3
693.849792 1 1418 4
694.052917 1 1419 2
694.997559 1 1420 3
695.468384 1 1421 3
695.925110 1 1422 4
696.488403 1 1423 4
696.892029 1 1424 3
698.583374 1 1425 4
699.258057 1 1426 4
700.133545 1 1427 4
700.507202 1 1428 4
700.801208 1 1429 4
701.167236 1 1430 4
701.196472 1 1431 2
701.330383 1 1432 2
701.870605 1 1433 2
702.520386 1 1434 2
703.253723 1 1435 3
703.540771 1 1436 3
703.572937 1 1437 2
703.653564 1 1438 2
703.773926 1 1439 2
703.877747 1 1440 2
703.994690 1 1441 2
704.120300 1 1442 2
704.203674 1 1443 2
704.419922 1 1444 3
705.738586 1 1445 2
708.231812 1 1446 2
710.053711 1 1447 2
711.802551 1 1448 3
712.386108 1 1449 3
713.536804 1 1450 4
713.983643 1 1451 4
714.111572 1 1452 4
714.229736 1 1453 3
714.419495 1 1454 3
714.634644 1 1455 2
715.020142 1 1456 2
715.322205 1 1457 3
715.690674 1 1458 2
716.352417 1 1459 3
716.493408 1 1460 3
716.614807 1 1461 2
716.847412 1 1462 2
716.941467 1 1463 2
717.028442 1 1464 2
717.127869 1 1465 2
717.314880 1 1466 2
717.455078 1 1467 2
717.760437 1 1468 2
718.026733 1 1469 2
718.288330 1 1470 3
719.056946 1 1471 2
720.670410 1 1472 2
721.350098 1 1473 3
721.885437 1 1474 3
722.342224 1 1475 3
722.722900 1 1476 4
722.967896 1 1477 4
723.363708 1 1478 3
723.895325 1 1479 3
724.383850 1 1480 3
724.972595 1 1481 3
725.954163 1 1482 2
726.355347 1 1483 3
726.727112 1 1484 3
727.111328 1 1485 3
727.733459 1 1486 3
728.615051 1 1487 3
729.151428 1 1488 3
729.227417 1 1489 2
729.338318 1 1490 2
732.343567 1 1491 2
734.739319 1 1492 3
735.957947 1 1493 2
738.202148 1 1494 4
738.586975 1 1495 4
739.108582 1 1496 4
739.980286 1 1497 4
740.444946 1 1498 4
740.914856 1 1499 4
741.205872 1 1500 4
741.567566 1 1501 4
742.243469 1 1502 4
742.563904 1 1503 4
743.411743 1 1504 4
744.176941 1 1505 4
744.925110 1 1506 4
745.689026 1 1507 4
745.971191 1 1508 4
746.619080 1 1509 4
747.147400 1 1510 4
747.450439 1 1511 4
747.481689 1 1512 3
747.635559 1 1513 2
747.915771 1 1514 2
748.181519 1 1515 2
748.581604 1 1516 2
748.672607 1 1517 2
748.920105 1 1518 2
749.197937 1 1519 3
751.130737 1 1520 3
752.035522 1 1521 3
752.116699 1 1522 3
752.149475 1 1523 2
752.828125 1 1524 2
753.790222 1 1525 2
754.965881 1 1526 2
755.066711 1 1527 3
755.877136 1 1528 4
756.462341 1 1529 3
756.976990 1 1530 3
757.439331 1 1531 4
757.465881 1 1532 3
757.510559 1 1533 3
757.634827 1 1534 3
757.859009 1 1535 2
758.447998 1 1536 2
759.396179 1 1537 2
759.555786 1 1538 2
759.820435 1 1539 4
759.901733 1 1540 3
760.085938 1 1541 3
760.208557 1 1542 2
760.418213 1 1543 2
760.975464 1 1544 2
761.252075 1 1545 2
761.510315 1 1546 2
761.797363 1 1547 2
761.940430 1 1548 3
762.103699 1 1549 2
762.380310 1 1550 2
764.043030 1 1551 3
764.652344 1 1552 3
765.461609 1 1553 4
768.719177 1 1554 4
769.541809 1 1555 4
769.846130 1 1556 4
769.902039 1 1557 3
770.098083 1 1558 2
770.331360 1 1559 2
772.065125 1 1560 2
772.736572 1 1561 2
773.333679 1 1562 3
773.563477 1 1563 4
773.713989 1 1564 4
774.046692 1 1565 4
774.252808 1 1566 4
774.574280 1 1567 2
775.185547 1 1568 3
775.651550 1 1569 3
776.209961 1 1570 3
777.161926 1 1571 4
777.413818 1 1572 4
777.488953 1 1573 4
777.672424 1 1574 4
778.739563 1 1575 3
779.602051 1 1576 3
780.605713 1 1577 4
781.168396 1 1578 4
781.731750 1 1579 4
782.416443 1 1580 4
782.497375 1 1581 4
782.546448 1 1582 3
782.680115 1 1583 4
782.791809 1 1584 2
782.894836 1 1585 3
783.032959 1 1586 3
783.142395 1 1587 3
783.362976 1 1588 2
783.670288 1 1589 2
783.935425 1 1590 2
784.105713 1 1591 2
784.403381 1 1592 2
784.631470 1 1593 2
784.825439 1 1594 2
785.312134 1 1595 2
785.486328 1 1596 2
785.972290 1 1597 2
786.519958 1 1598 2
786.703735 1 1599 2
786.946533 1 1600 2
787.078552 1 1601 2
787.415466 1 1602 2
787.788452 1 1603 2
787.996094 1 1604 2
790.377380 1 1605 2
791.422607 1 1606 2
792.148743 1 1607 3
792.479614 1 1608 4
792.670837 1 1609 3
793.073853 1 1610 3
793.868713 1 1611 3
794.300781 1 1612 3
794.658997 1 1613 3
794.876099 1 1614 3
795.066223 1 1615 4
795.264160 1 1616 4
795.560913 1 1617 4
795.821289 1 1618 4
796.074707 1 1619 4
796.220581 1 1620 4
796.425720 1 1621 4
796.602478 1 1622 3
797.081360 1 1623 4
797.482300 1 1624 3
797.809021 1 1625 4
797.987915 1 1626 4
798.172485 1 1627 4
798.465149 1 1628 4
798.669495 1 1629 3
799.204712 1 1630 3
799.753662 1 1631 3
800.232666 1 1632 3
800.665466 1 1633 2
801.428162 1 1634 3
801.954407 1 1635 3
802.468384 1 1636 3
803.009094 1 1637 3
803.773193 1 1638 3
804.122742 1 1639 2
804.739441 1 1640 3
805.478394 1 1641 2
806.320679 1 1642 3
806.742065 1 1643 4
806.939880 1 1644 4
807.145325 1 1645 3
807.462524 1 1646 3
807.694885 1 1647 4
807.816711 1 1648 3
809.320862 1 1649 3
810.494751 1 1650 3
811.396362 1 1651 3
812.921631 1 1652 4
813.309937 1 1653 4
813.742432 1 1654 4
814.148071 1 1655 3
815.047180 1 1656 3
816.089722 1 1657 3
816.948975 1 1658 4
817.432129 1 1659 4
817.833130 1 1660 4
818.106506 1 1661 4
818.890015 1 1662 4
819.335144 1 1663 4
819.720154 1 1664 4
820.321106 1 1665 4
820.351929 1 1666 3
821.007019 1 1667 2
821.998535 1 1668 2
823.127014 1 1669 2
824.286316 1 1670 3
824.666809 1 1671 4
825.416809 1 1672 4
825.879944 1 1673 4
826.213257 1 1674 4
826.325317 1 1675 3
826.762878 1 1676 3
827.149597 1 1677 3
827.589050 1 1678 2
828.563965 1 1679 4
828.837708 1 1680 3
829.420898 1 1681 4
829.468445 1 1682 4
829.532166 1 1683 4
829.631348 1 1684 4
830.317200 1 1685 4
830.391357 1 1686 3
830.474426 1 1687 2
830.860535 1 1688 2
831.221008 1 1689 2
831.599304 1 1690 2
832.278442 1 1691 2
832.717468 1 1692 2
833.101074 1 1693 3
833.279175 1 1694 2
833.406311 1 1695 2
835.258423 1 1696 2
837.528748 1 1697 2
839.234314 1 1698 2
842.007019 1 1699 4
842.317688 1 1700 4
842.524963 1 1701 4
842.726196 1 1702 4
843.063354 1 1703 4
843.283081 1 1704 4
843.464783 1 1705 4
843.482422 1 1706 4
843.530884 1 1707 3
843.630432 1 1708 3
843.796997 1 1709 3
843.947754 1 1710 2
844.070984 1 1711 2
844.306580 1 1712 3
844.509094 1 1713 2
844.792969 1 1714 2
845.328491 1 1715 3
845.504028 1 1716 3
845.615845 1 1717 4
845.688782 1 1718 3
845.744873 1 1719 2
846.575378 1 1720 2
847.575378 1 1721 3
848.092529 1 1722 3
849.044922 1 1723 3
849.604553 1 1724 4
849.649536 1 1725 3
850.004089 1 1726 3
850.108093 1 1727 2
850.202698 1 1728 2
850.448730 1 1729 2
850.513550 1 1730 2
850.629700 1 1731 2
850.690491 1 1732 2
850.883728 1 1733 2
850.962891 1 1734 2
851.037231 1 1735 3
851.145325 1 1736 3
851.612000 1 1737 2
853.008240 1 1738 3
853.681946 1 1739 3
854.156921 1 1740 3
854.517090 1 1741 4
854.809143 1 1742 3
855.542480 1 1743 3
856.548523 1 1744 3
857.637817 1 1745 3
858.311768 1 1746 4
858.856750 1 1747 3
860.269897 1 1748 3
860.864075 1 1749 3
862.536194 1 1750 3
863.374451 1 1751 4
863.577576 1 1752 4
863.617554 1 1753 3
863.673950 1 1754 2
865.517822 1 1755 2
866.814941 1 1756 2
870.352112 1 1757 3
871.216248 1 1758 4
871.601746 1 1759 4
872.159363 1 1760 4
872.322632 1 1761 4
872.576904 1 1762 3
872.844482 1 1763 3
873.377197 1 1764 3
873.728760 1 1765 3
874.023254 1 1766 3
874.565674 1 1767 4
874.623596 1 1768 3
874.699829 1 1769 4
874.791016 1 1770 4
874.855286 1 1771 3
874.985474 1 1772 2
875.244873 1 1773 2
875.416748 1 1774 2
875.745605 1 1775 2
876.038940 1 1776 2
876.245911 1 1777 2
876.432983 1 1778 2
877.077820 1 1779 2
878.294312 1 1780 2
878.981384 1 1781 3
879.419495 1 1782 3
879.859863 1 1783 3
880.177856 1 1784 3
888.865356 1 1785 4
889.069153 1 1786 4
889.422546 1 1787 4
889.674072 1 1788 4
889.938660 1 1789 4
890.026978 1 1790 4
890.047729 1 1791 2
890.260193 1 1792 2
890.862305 1 1793 2
892.160522 1 1794 2
893.305786 1 1795 3
893.727295 1 1796 4
893.955994 1 1797 4
894.329529 1 1798 3
894.682800 1 1799 4
895.263611 1 1800 4
895.503052 1 1801 4
895.681213 1 1802 4
895.836670 1 1803 3
896.183838 1 1804 4
896.381348 1 1805 4
896.744751 1 1806 4
896.890015 1 1807 4
897.024170 1 1808 4
897.056946 1 1809 3
897.495056 1 1810 3
897.622253 1 1811 2
898.122253 1 1812 2
898.642151 1 1813 2
899.066956 1 1814 2
899.667969 1 1815 2
900.292542 1 1816 2
900.829163 1 1817 3
901.416443 1 1818 3
902.050537 1 1819 3
903.073486 1 1820 3
903.281250 1 1821 3
903.547791 1 1822 2
904.111938 1 1823 4
904.223511 1 1824 3
904.401550 1 1825 3
905.469727 1 1826 4
905.496033 1 1827 3
905.535278 1 1828 3
905.612610 1 1829 2
905.790588 1 1830 2
906.149841 1 1831 2
906.562805 1 1832 2
906.841736 1 1833 2
907.010071 1 1834 2
907.290466 1 1835 2
907.473938 1 1836 3
907.612610 1 1837 2
907.753845 1 1838 2
907.940491 1 1839 2
908.006409 1 1840 2
908.237244 1 1841 2
908.381958 1 1842 2
908.511658 1 1843 2
908.599609 1 1844 2
908.687683 1 1845 2
909.750183 1 1846 2
910.441895 1 1847 2
910.708984 1 1848 2
911.889771 1 1849 3
912.389771 1 1850 3
913.099792 1 1851 3
913.492676 1 1852 4
913.918640 1 1853 3
914.162964 1 1854 4
914.505371 1 1855 3
915.359131 1 1856 4
915.828369 1 1857 3
916.062439 1 1858 4
916.366577 1 1859 3
916.865906 1 1860 3
917.363037 1 1861 3
917.785950 1 1862 3
918.279846 1 1863 4
918.497314 1 1864 4
918.776672 1 1865 4
919.013428 1 1866 4
919.459656 1 1867 4
920.292969 1 1868 3
921.189636 1 1869 3
921.978394 1 1870 3
922.500549 1 1871 4
923.037598 1 1872 4
923.439453 1 1873 4
923.461731 1 1874 3
923.576477 1 1875 2
923.690918 1 1876 2
923.793518 1 1877 2
923.875549 1 1878 2
924.071167 1 1879 3
924.177551 1 1880 3
925.262451 1 1881 2
927.349182 1 1882 3
927.968140 1 1883 3
929.053040 1 1884 4
929.661499 1 1885 4
930.091858 1 1886 4
930.733337 1 1887 4
931.026428 1 1888 4
931.120300 1 1889 4
931.239807 1 1890 3
931.495544 1 1891 2
931.797241 1 1892 2
931.928162 1 1893 2
932.074280 1 1894 2
932.203003 1 1895 2
932.259766 1 1896 2
932.412598 1 1897 2
933.436401 1 1898 2
934.251221 1 1899 2
935.287659 1 1900 2
936.369080 1 1901 3
936.802795 1 1902 3
937.271545 1 1903 3
937.878540 1 1904 3
938.728210 1 1905 2
939.284790 1 1906 3
939.623962 1 1907 3
939.857483 1 1908 3
940.404114 1 1909 4
940.698853 1 1910 4
941.055786 1 1911 4
941.160095 1 1912 4
941.298340 1 1913 4
941.714600 1 1914 3
942.432678 1 1915 2
943.699951 1 1916 3
944.471802 1 1917 4
945.251648 1 1918 2
946.129089 1 1919 4
946.459656 1 1920 4
946.824707 1 1921 4
947.086914 1 1922 4
947.529724 1 1923 4
947.616943 1 1924 3
947.781433 1 1925 4
948.335022 1 1926 3
949.419617 1 1927 2
951.486694 1 1928 3
952.242432 1 1929 4
952.535400 1 1930 4
952.866211 1 1931 4
953.002380 1 1932 4
953.144043 1 1933 4
953.252014 1 1934 4
953.533569 1 1935 3
954.163208 1 1936 3
954.671692 1 1937 3
955.478455 1 1938 3
955.994873 1 1939 4
956.153381 1 1940 4
956.442444 1 1941 4
956.597046 1 1942 3
957.650146 1 1943 3
958.133789 1 1944 3
958.671387 1 1945 4
958.905884 1 1946 4
959.149353 1 1947 3
959.764893 1 1948 3
960.628113 1 1949 2
960.820374 1 1950 2
961.027893 1 1951 3
961.141602 1 1952 2
961.357239 1 1953 2
961.576843 1 1954 2
961.750549 1 1955 3
961.897766 1 1956 2
965.363770 1 1957 2
966.138428 1 1958 3
966.580811 1 1959 3
967.229370 1 1960 4
967.650452 1 1961 4
968.203003 1 1962 4
968.841675 1 1963 4
969.289429 1 1964 4
969.937378 1 1965 4
970.444275 1 1966 4
970.994751 1 1967 3
971.776978 1 1968 4
972.153015 1 1969 4
972.462830 1 1970 4
973.360046 1 1971 4
974.032471 1 1972 4
974.623779 1 1973 4
974.925110 1 1974 4
975.122192 1 1975 4
975.389954 1 1976 3
975.907776 1 1977 4
976.135681 1 1978 3
976.423218 1 1979 4
976.709778 1 1980 4
976.801147 1 1981 3
977.061707 1 1982 3
977.188843 1 1983 2
977.588379 1 1984 2
977.918884 1 1985 2
978.192871 1 1986 2
979.384277 1 1987 4
979.493713 1 1988 4
979.613831 1 1989 3
979.872131 1 1990 3
980.362244 1 1991 3
980.642517 1 1992 3
980.826660 1 1993 3
981.067139 1 1994 3
981.220398 1 1995 2
981.589844 1 1996 2
981.675964 1 1997 2
981.758789 1 1998 2
981.962646 1 1999 3
983.555908 1 2000 2
985.983582 1 2001 3
986.710205 1 2002 3
987.217224 1 2003 3
987.545471 1 2004 3
988.244507 1 2005 2
989.020447 1 2006 3
990.068909 1 2007 4
990.472290 1 2008 4
991.033264 1 2009 4
991.146423 1 2010 4
991.252808 1 2011 3
991.740173 1 2012 3
991.856506 1 2013 3
992.747681 1 2014 3
994.169189 1 2015 4
994.672974 1 2016 4
995.158203 1 2017 4
995.584106 1 2018 4
995.857117 1 2019 3
995.883911 1 2020 3
995.966003 1 2021 3
996.060059 1 2022 2
996.159363 1 2023 2
996.362305 1 2024 2
996.573242 1 2025 2
996.718445 1 2026 2
996.813904 1 2027 2
996.908447 1 2028 2
997.376648 1 2029 2
997.944458 1 2030 2
998.337952 1 2031 2
998.534729 1 2032 2
998.923035 1 2033 2
999.996460 1 2034 2
1001.762756 1 2035 2
1003.636169 1 2036 2
1005.038147 1 2037 3
1005.880371 1 2038 3
1006.784241 1 2039 4
1007.322693 1 2040 4
1007.635864 1 2041 4
1008.408081 1 2042 4
1010.379517 1 2043 4
1011.507568 1 2044 4
1012.116638 1 2045 4
1012.424194 1 2046 4
1012.700867 1 2047 3
1013.560486 1 2048 3
1014.308777 1 2049 3
1015.304871 1 2050 4
1016.474670 1 2051 4
1016.630920 1 2052 4
1017.144165 1 2053 4
1017.904602 1 2054 4
1018.619385 1 2055 4
1019.056396 1 2056 3
1019.451782 1 2057 4
1019.895203 1 2058 4
1020.248535 1 2059 3
1020.632568 1 2060 4
1021.077881 1 2061 3
1021.440308 1 2062 4
1021.974609 1 2063 4
1022.376465 1 2064 4
1022.721741 1 2065 4
1023.032837 1 2066 4
1023.898682 1 2067 3
1024.864380 1 2068 3
1024.937622 1 2069 2
1025.186523 1 2070 3
1025.353394 1 2071 4
1025.409424 1 2072 3
1025.531250 1 2073 3
1025.610229 1 2074 3
1025.821167 1 2075 2
1026.093750 1 2076 2
1026.324097 1 2077 2
1027.768799 1 2078 3
1028.742065 1 2079 3
1029.064331 1 2080 3
1029.644409 1 2081 3
1029.955322 1 2082 4
1030.135620 1 2083 4
1030.440186 1 2084 2
1032.336792 1 2085 3
1033.021851 1 2086 4
1033.374512 1 2087 4
1033.984253 1 2088 4
1034.454224 1 2089 4
1034.737671 1 2090 4
1034.825806 1 2091 4
1034.864624 1 2092 3
1035.010376 1 2093 2
1035.475220 1 2094 3
1036.387451 1 2095 3
1036.443115 1 2096 2
1036.584717 1 2097 2
1036.832642 1 2098 2
1036.925781 1 2099 2
1037.044922 1 2100 2
1037.102051 1 2101 2
1037.201050 1 2102 2
1037.280151 1 2103 2
1037.349121 1 2104 2
1037.434326 1 2105 2
1037.572632 1 2106 2
1037.670776 1 2107 2
1037.787720 1 2108 2
1037.867065 1 2109 2
1037.954956 1 2110 2
1038.075562 1 2111 2
1038.195190 1 2112 2
1038.343018 1 2113 2
1039.124878 1 2114 2
1039.213013 1 2115 3
1040.001831 1 2116 2
1040.670654 1 2117 2
1042.199463 1 2118 2
1042.991455 1 2119 3
1043.626709 1 2120 3
1043.951416 1 2121 3
1044.798584 1 2122 3
1045.653076 1 2123 4
1045.931885 1 2124 4
1046.015015 1 2125 3
1046.155518 1 2126 3
1046.332397 1 2127 2
1046.488281 1 2128 2
1047.460083 1 2129 2
1050.101196 1 2130 2
1052.573608 1 2131 2
1054.394653 1 2132 4
1055.039551 1 2133 4
1055.504150 1 2134 4
1055.950806 1 2135 4
1056.512207 1 2136 4
1057.197754 1 2137 4
1057.600098 1 2138 3
1058.744873 1 2139 4
1059.356445 1 2140 4
1059.989258 1 2141 3
1060.438232 1 2142 4
1060.883057 1 2143 4
1060.950928 1 2144 4
1060.995483 1 2145 4
1061.113892 1 2146 2
1061.347046 1 2147 2
1061.553467 1 2148 2
1061.821533 1 2149 2
1061.911987 1 2150 3
1062.081543 1 2151 3
1062.249268 1 2152 3
1062.372070 1 2153 3
1062.544556 1 2154 4
1062.590088 1 2155 2
1062.698364 1 2156 2
1064.578369 1 2157 2
1067.423828 1 2158 2
1069.916504 1 2159 3
1070.714722 1 2160 4
1071.314087 1 2161 4
1072.039062 1 2162 4
1072.662476 1 2163 4
1073.105469 1 2164 4
1073.355469 1 2165 4
1073.723877 1 2166 4
1074.377563 1 2167 4
1074.621704 1 2168 4
1074.959106 1 2169 4
1075.169434 1 2170 4
1075.480103 1 2171 3
1075.930298 1 2172 3
1076.036377 1 2173 4
1076.092529 1 2174 3
1076.182251 1 2175 3
1076.237427 1 2176 2
1076.458130 1 2177 2
1076.599243 1 2178 2
1077.210571 1 2179 2
1077.701050 1 2180 2
1078.050415 1 2181 2
1078.500732 1 2182 2
1078.975220 1 2183 2
1079.435303 1 2184 2
1079.767578 1 2185 2
1080.325195 1 2186 3
1080.501953 1 2187 2
1080.820557 1 2188 2
1081.544800 1 2189 2
1082.206787 1 2190 2
1082.557861 1 2191 2
1082.779297 1 2192 3
1083.002686 1 2193 2
1083.364380 1 2194 2
1084.480591 1 2195 3
1084.823486 1 2196 3
1084.973511 1 2197 3
1085.179443 1 2198 2
1085.705200 1 2199 3
1086.047607 1 2200 2
1086.734253 1 2201 2
1086.997681 1 2202 3
1097.975952 1 2203 4
1098.070435 1 2204 3
1098.303101 1 2205 3
1098.392700 1 2206 3
1098.526978 1 2207 4
1098.788818 1 2208 4
1098.919434 1 2209 3
1099.204102 1 2210 3
1099.428467 1 2211 3
1099.630249 1 2212 3
1100.031372 1 2213 3
1100.387207 1 2214 3
1100.889771 1 2215 2
1101.409302 1 2216 3
1101.625488 1 2217 3
1101.871704 1 2218 3
1102.115723 1 2219 2
1102.245239 1 2220 2
1102.815308 1 2221 2
1103.118408 1 2222 2
1103.328857 1 2223 4
1103.435791 1 2224 3
1103.550659 1 2225 3
1103.923828 1 2226 3
1104.378784 1 2227 2
1105.821533 1 2228 3
1106.486938 1 2229 4
1106.842285 1 2230 3
1107.320190 1 2231 4
1107.380981 1 2232 4
1107.400635 1 2233 3
1107.468506 1 2234 3
1107.544434 1 2235 2
1107.631470 1 2236 2
1107.803223 1 2237 2
1108.079468 1 2238 2
1108.217529 1 2239 2
1108.881592 1 2240 3
1109.498657 1 2241 2
1110.479614 1 2242 2
1112.507446 1 2243 4
1114.689209 1 2244 4
1115.018311 1 2245 4
1115.403442 1 2246 4
1115.784546 1 2247 4
1116.315308 1 2248 4
1116.808105 1 2249 4
1117.443115 1 2250 4
1118.547485 1 2251 4
1118.956177 1 2252 4
1120.197266 1 2253 4
1121.229004 1 2254 4
1121.875366 1 2255 4
1122.147339 1 2256 4
1122.188354 1 2257 4
1122.249023 1 2258 3
1122.365479 1 2259 3
1122.431519 1 2260 3
1122.538208 1 2261 3
1122.626831 1 2262 3
1122.817017 1 2263 2
1122.995483 1 2264 2
1123.252075 1 2265 2
1123.628296 1 2266 2
1123.804565 1 2267 2
1124.303223 1 2268 2
1124.555908 1 2269 2
1125.179810 1 2270 2
1125.990112 1 2271 4
1126.109375 1 2272 4
1126.355591 1 2273 4
1126.495483 1 2274 3
1126.740601 1 2275 2
1127.194580 1 2276 2
1127.480957 1 2277 3
1128.505981 1 2278 3
1129.052246 1 2279 3
1129.258301 1 2280 3
1129.551392 1 2281 3
1130.033203 1 2282 3
1130.249512 1 2283 2
1130.776611 1 2284 3
1131.064941 1 2285 3
1131.345459 1 2286 3
1131.723633 1 2287 3
1132.248291 1 2288 3
1132.495239 1 2289 3
1133.125854 1 2290 2
1134.899902 1 2291 3
1135.294434 1 2292 3
1135.548584 1 2293 4
1135.730835 1 2294 4
1135.803101 1 2295 2
1136.003418 1 2296 2
1136.263550 1 2297 2
1136.582275 1 2298 2
1136.743408 1 2299 2
1136.919312 1 2300 2
1137.206665 1 2301 2
1137.366577 1 2302 2
1137.598755 1 2303 2
1137.666870 1 2304 2
