t p i e
2533.465332 1 5085 2
2533.650146 1 5086 2
2534.437500 1 5087 2
2535.382324 1 5088 2
2536.516846 1 5089 2
2536.886963 1 5090 2
2537.192871 1 5091 3
2537.325928 1 5092 3
2537.402832 1 5093 2
2537.574707 1 5094 2
2537.699951 1 5095 2
2537.764160 1 5096 2
2538.022949 1 5097 2
2538.090576 1 5098 2
2538.212891 1 5099 2
2538.327881 1 5100 2
2538.414062 1 5101 2
2538.529297 1 5102 2
2538.732422 1 5103 3
2539.707275 1 5104 2
2539.788086 1 5105 2
2539.860352 1 5106 3
2539.913086 1 5107 2
2540.033447 1 5108 2
2540.137939 1 5109 2
2540.211426 1 5110 2
2540.331543 1 5111 2
2540.429199 1 5112 2
2541.873047 1 5113 2
2543.118652 1 5114 2
2543.222412 1 5115 3
2543.298584 1 5116 2
2543.425293 1 5117 2
2543.640137 1 5118 2
2545.210205 1 5119 2
2545.931641 1 5120 2
2546.605225 1 5121 2
2547.057373 1 5122 3
2547.163330 1 5123 2
2547.767578 1 5124 3
2548.113525 1 5125 2
2548.654785 1 5126 2
2549.193848 1 5127 3
2549.608154 1 5128 3
2549.958984 1 5129 2
2550.201172 1 5130 2
2550.394531 1 5131 3
2551.807129 1 5132 2
2551.878662 1 5133 2
2553.653076 1 5134 2
2554.274902 1 5135 2
2554.741455 1 5136 2
2555.050781 1 5137 2
2555.635010 1 5138 2
2556.030518 1 5139 3
2556.842529 1 5140 3
2557.272705 1 5141 3
2558.728027 1 5142 3
2559.695312 1 5143 4
2559.960938 1 5144 4
2560.260742 1 5145 4
2560.820312 1 5146 4
2560.835693 1 5147 2
2561.001221 1 5148 3
2561.124268 1 5149 2
2561.347412 1 5150 2
2561.662842 1 5151 4
2561.749023 1 5152 2
2561.928955 1 5153 2
2561.989014 1 5154 2
2562.093994 1 5155 3
2562.130859 1 5156 2
2562.241943 1 5157 2
2562.416504 1 5158 2
2562.538086 1 5159 2
2562.696045 1 5160 2
2562.853027 1 5161 2
2562.955078 1 5162 2
2563.150635 1 5163 2
2563.327637 1 5164 2
2563.435547 1 5165 2
2563.530762 1 5166 2
2563.684814 1 5167 2
2564.791260 1 5168 2
2566.730957 1 5169 2
2570.094482 1 5170 2
2571.958496 1 5171 4
2572.509277 1 5172 3
2572.897217 1 5173 4
2573.761963 1 5174 4
2574.144531 1 5175 4
2574.572754 1 5176 4
2574.627441 1 5177 3
2574.731445 1 5178 4
2574.836670 1 5179 2
2575.217773 1 5180 3
2575.360596 1 5181 2
2575.731689 1 5182 2
2576.030518 1 5183 2
2576.289062 1 5184 3
2576.447754 1 5185 2
2576.847656 1 5186 3
2577.239502 1 5187 2
2577.789551 1 5188 2
2581.784912 1 5189 2
2584.025391 1 5190 3
2585.296875 1 5191 3
2586.552734 1 5192 4
2586.944092 1 5193 4
2587.334717 1 5194 4
2588.392334 1 5195 4
2589.062988 1 5196 4
2589.155029 1 5197 4
2589.315674 1 5198 4
2589.444336 1 5199 3
2589.736816 1 5200 4
2589.809570 1 5201 2
2590.096436 1 5202 2
2591.743408 1 5203 3
2592.131836 1 5204 3
2592.615234 1 5205 4
2592.901611 1 5206 4
2593.190918 1 5207 3
2593.764404 1 5208 3
2594.250732 1 5209 3
2594.787109 1 5210 3
2595.265625 1 5211 4
2595.544434 1 5212 4
2595.842041 1 5213 4
2596.129883 1 5214 4
2596.396973 1 5215 3
2597.495117 1 5216 4
2597.933594 1 5217 3
2598.512939 1 5218 4
2598.996094 1 5219 3
2599.850342 1 5220 3
2601.508545 1 5221 3
2602.177734 1 5222 4
2602.614502 1 5223 3
2603.246826 1 5224 4
2603.554688 1 5225 4
2604.397949 1 5226 4
2604.770264 1 5227 4
2605.676025 1 5228 4
2605.884766 1 5229 4
2606.170898 1 5230 3
2606.616455 1 5231 3
2607.115723 1 5232 3
2607.735840 1 5233 3
2608.085938 1 5234 3
2608.725586 1 5235 3
2609.290771 1 5236 3
2609.888184 1 5237 3
2610.473145 1 5238 3
2610.792969 1 5239 4
2611.008545 1 5240 4
2611.372314 1 5241 4
2611.765137 1 5242 3
2611.904785 1 5243 3
2612.064209 1 5244 4
2612.203369 1 5245 3
2612.477051 1 5246 3
2612.707520 1 5247 2
2613.473633 1 5248 3
2613.530762 1 5249 2
2613.639160 1 5250 2
2613.757080 1 5251 2
2613.884033 1 5252 2
2614.047119 1 5253 2
2614.103516 1 5254 2
2614.178467 1 5255 2
2614.327881 1 5256 2
2614.453857 1 5257 2
2614.557861 1 5258 2
2615.605469 1 5259 2
2617.052246 1 5260 2
2618.251953 1 5261 2
2619.204834 1 5262 3
2619.376709 1 5263 3
2619.433838 1 5264 2
2619.503662 1 5265 2
2619.590820 1 5266 2
2619.734375 1 5267 3
2620.592529 1 5268 2
2621.322021 1 5269 2
2622.338379 1 5270 3
2622.857910 1 5271 3
2623.258789 1 5272 3
2623.531982 1 5273 3
2623.625488 1 5274 2
2623.787109 1 5275 2
2623.960693 1 5276 2
2624.077393 1 5277 2
2624.338623 1 5278 2
2624.511230 1 5279 2
2625.049805 1 5280 2
2625.786133 1 5281 3
2625.952637 1 5282 3
2626.215332 1 5283 2
2626.666016 1 5284 2
2627.046631 1 5285 3
2627.282959 1 5286 3
2627.434814 1 5287 3
2627.909180 1 5288 3
2628.135742 1 5289 3
2628.241699 1 5290 2
2629.290527 1 5291 2
2629.755127 1 5292 2
2630.203125 1 5293 2
2630.840576 1 5294 2
2631.821533 1 5295 2
2632.431641 1 5296 2
2632.707520 1 5297 3
2632.978027 1 5298 2
2633.519775 1 5299 3
2633.830078 1 5300 3
2634.141113 1 5301 3
2634.361572 1 5302 2
2634.920410 1 5303 2
2637.314453 1 5304 2
2637.447510 1 5305 3
2637.599121 1 5306 2
2637.715088 1 5307 2
2637.831299 1 5308 2
2639.721436 1 5309 2
2640.775879 1 5310 2
2643.272705 1 5311 2
2645.383057 1 5312 4
2646.093750 1 5313 3
2646.574463 1 5314 3
2647.311523 1 5315 4
2647.910156 1 5316 4
2648.285156 1 5317 4
2648.575195 1 5318 4
2649.532227 1 5319 4
2649.567139 1 5320 4
2649.611328 1 5321 3
2649.656982 1 5322 2
2649.774658 1 5323 2
2649.859619 1 5324 2
2652.859619 1 5325 2
2656.422852 1 5326 2
2658.522949 1 5327 3
2659.191162 1 5328 4
2659.595215 1 5329 4
2660.014648 1 5330 3
2660.526611 1 5331 4
2661.332031 1 5332 4
2662.224854 1 5333 4
2662.770996 1 5334 4
2663.283691 1 5335 4
2663.669189 1 5336 4
2664.070801 1 5337 4
2664.814209 1 5338 4
2665.200195 1 5339 4
2665.971680 1 5340 4
2666.658691 1 5341 4
2667.271729 1 5342 4
2667.697998 1 5343 4
2668.251221 1 5344 4
2668.484619 1 5345 4
2669.285645 1 5346 4
2669.778320 1 5347 4
2670.052734 1 5348 4
2670.080322 1 5349 4
2670.118164 1 5350 3
2671.114258 1 5351 4
2671.332764 1 5352 2
2672.009277 1 5353 3
2672.439941 1 5354 4
2672.789307 1 5355 3
2673.270264 1 5356 3
2673.628418 1 5357 4
2673.945312 1 5358 3
2674.384033 1 5359 4
2674.412842 1 5360 4
2674.553223 1 5361 4
2674.657959 1 5362 4
2675.112549 1 5363 3
2676.332764 1 5364 3
2677.061035 1 5365 4
2677.394287 1 5366 4
2677.618164 1 5367 4
2677.944824 1 5368 4
2678.127930 1 5369 3
2678.292480 1 5370 3
2678.653809 1 5371 3
2678.828125 1 5372 4
2679.062500 1 5373 4
2679.121826 1 5374 3
2679.186523 1 5375 3
2679.857910 1 5376 4
2680.589844 1 5377 4
2681.029785 1 5378 3
2681.779785 1 5379 4
2682.156494 1 5380 4
2682.201172 1 5381 4
2682.240234 1 5382 3
2682.452148 1 5383 2
2682.656006 1 5384 2
2683.691895 1 5385 2
2684.127197 1 5386 3
2684.465332 1 5387 3
2684.722412 1 5388 4
2684.823242 1 5389 3
2685.110596 1 5390 3
2685.508301 1 5391 2
2686.031006 1 5392 2
2688.031006 1 5393 3
2688.820312 1 5394 3
2689.797852 1 5395 4
2689.976318 1 5396 3
2690.347900 1 5397 4
2690.456543 1 5398 3
2690.734131 1 5399 4
2690.976074 1 5400 4
2691.056152 1 5401 3
2691.201660 1 5402 3
2691.291748 1 5403 2
2691.746338 1 5404 2
2693.453613 1 5405 2
2697.722656 1 5406 2
2699.616455 1 5407 4
2699.838379 1 5408 4
2700.344971 1 5409 4
2700.926514 1 5410 4
2701.474365 1 5411 4
2701.824951 1 5412 4
2703.007568 1 5413 4
2703.552734 1 5414 4
2704.378662 1 5415 4
2704.952637 1 5416 4
2705.433838 1 5417 4
2705.764404 1 5418 4
2706.078125 1 5419 4
2706.596924 1 5420 4
2707.285400 1 5421 4
2707.584473 1 5422 4
2707.770020 1 5423 4
2707.805664 1 5424 3
2707.943848 1 5425 3
2708.106689 1 5426 3
2708.235352 1 5427 3
2708.351562 1 5428 3
2708.510986 1 5429 3
2708.634766 1 5430 2
2709.011475 1 5431 2
2709.179199 1 5432 2
2710.570557 1 5433 2
2711.605469 1 5434 2
2712.281982 1 5435 2
2712.659668 1 5436 3
2713.515137 1 5437 4
2714.015137 1 5438 3
2715.066162 1 5439 3
2716.432617 1 5440 4
2716.934570 1 5441 4
2717.291504 1 5442 4
2718.181641 1 5443 4
2718.709961 1 5444 4
2719.342773 1 5445 4
2719.980957 1 5446 4
2720.149414 1 5447 4
2720.265869 1 5448 3
2720.597412 1 5449 3
2720.907959 1 5450 4
2721.490234 1 5451 4
2721.993896 1 5452 3
2722.425049 1 5453 3
2722.867188 1 5454 3
2722.984863 1 5455 4
2723.031250 1 5456 3
2723.110352 1 5457 2
2723.336914 1 5458 2
2723.662598 1 5459 2
2723.961426 1 5460 2
2724.150146 1 5461 2
2724.393066 1 5462 3
2724.508057 1 5463 2
2724.650146 1 5464 3
2724.849365 1 5465 2
2725.113770 1 5466 2
2725.427246 1 5467 2
2725.782227 1 5468 2
2726.121582 1 5469 2
2726.353760 1 5470 2
2726.479248 1 5471 2
2726.680420 1 5472 2
2726.747559 1 5473 2
2727.033691 1 5474 2
2727.143555 1 5475 2
2727.371826 1 5476 2
2727.527588 1 5477 2
2727.606689 1 5478 3
2727.687744 1 5479 2
2727.948242 1 5480 2
2728.061768 1 5481 2
2728.216309 1 5482 2
2728.505371 1 5483 2
2728.736816 1 5484 2
2728.944092 1 5485 2
2729.559082 1 5486 2
2730.388184 1 5487 3
2730.711914 1 5488 3
2730.946533 1 5489 3
2731.044434 1 5490 2
2731.303467 1 5491 2
2731.652832 1 5492 2
2732.023682 1 5493 2
2732.441406 1 5494 2
2732.633789 1 5495 4
2732.717285 1 5496 4
2732.776855 1 5497 3
2732.874756 1 5498 2
2733.090576 1 5499 3
2733.189697 1 5500 3
2733.343994 1 5501 4
2733.397461 1 5502 2
2733.762451 1 5503 2
2734.160156 1 5504 2
2734.370605 1 5505 2
2734.604980 1 5506 3
2734.730957 1 5507 2
2734.982666 1 5508 2
2735.250488 1 5509 2
2735.470215 1 5510 3
2735.629883 1 5511 2
2735.915771 1 5512 2
2736.097168 1 5513 2
2736.329346 1 5514 2
2736.478516 1 5515 2
2736.620605 1 5516 2
2738.082764 1 5517 2
2738.936768 1 5518 2
2739.670654 1 5519 3
2740.043457 1 5520 2
2740.629883 1 5521 3
2741.008789 1 5522 3
2741.529541 1 5523 2
2742.800781 1 5524 2
2743.332520 1 5525 3
2744.120117 1 5526 3
2744.989258 1 5527 4
2745.218506 1 5528 3
2745.723633 1 5529 3
2746.237549 1 5530 2
2746.469727 1 5531 2
2746.888428 1 5532 3
2747.144287 1 5533 3
2747.276367 1 5534 2
2747.618164 1 5535 3
2747.851807 1 5536 2
2748.198242 1 5537 2
2748.396240 1 5538 2
2750.524414 1 5539 2
2754.366455 1 5540 3
2756.386963 1 5541 2
2758.378906 1 5542 4
2760.635986 1 5543 4
2761.177490 1 5544 4
2761.800049 1 5545 4
2762.267090 1 5546 4
2762.947510 1 5547 4
2763.038086 1 5548 4
2763.403076 1 5549 3
2764.097656 1 5550 3
2764.618652 1 5551 3
2765.687988 1 5552 3
2766.348145 1 5553 4
2766.405762 1 5554 3
2766.517090 1 5555 3
2766.640137 1 5556 3
2766.790771 1 5557 2
2767.044922 1 5558 3
2767.192139 1 5559 2
2767.487305 1 5560 2
2767.625488 1 5561 2
2767.925293 1 5562 2
2769.573975 1 5563 4
2770.254639 1 5564 3
2770.919678 1 5565 4
2771.250488 1 5566 4
2771.475098 1 5567 3
2772.050049 1 5568 3
2772.799316 1 5569 3
2773.167480 1 5570 3
2773.580811 1 5571 4
2773.807617 1 5572 3
2774.500488 1 5573 3
2775.370361 1 5574 4
2775.831055 1 5575 4
2776.365723 1 5576 4
2777.117432 1 5577 4
2778.156494 1 5578 4
2778.541504 1 5579 4
2778.756348 1 5580 4
2779.054199 1 5581 4
2779.629395 1 5582 4
2780.250732 1 5583 4
2780.878662 1 5584 4
2781.391602 1 5585 4
2781.867188 1 5586 4
2782.451904 1 5587 4
2782.701172 1 5588 4
2783.170898 1 5589 4
2783.589111 1 5590 4
2784.056152 1 5591 3
2784.742920 1 5592 3
2785.919189 1 5593 4
2786.401123 1 5594 4
2786.635254 1 5595 4
2787.216553 1 5596 4
2787.368896 1 5597 4
2787.501953 1 5598 3
2787.938232 1 5599 2
2788.208984 1 5600 2
2788.923828 1 5601 3
2789.316162 1 5602 3
2789.553955 1 5603 4
2789.787354 1 5604 3
2789.947998 1 5605 3
2790.213623 1 5606 4
2790.236816 1 5607 3
2790.490234 1 5608 3
2790.786865 1 5609 2
2791.277832 1 5610 3
2791.463379 1 5611 2
2792.178467 1 5612 2
2792.662109 1 5613 2
2793.335449 1 5614 3
2793.683594 1 5615 2
2793.759766 1 5616 2
2793.888916 1 5617 2
2794.013672 1 5618 2
2794.973145 1 5619 2
2797.152832 1 5620 2
2798.455811 1 5621 2
2799.880615 1 5622 3
2800.517822 1 5623 4
2800.998535 1 5624 4
2801.090088 1 5625 4
2801.168457 1 5626 3
2801.248779 1 5627 2
2801.529541 1 5628 3
2801.722412 1 5629 2
2802.164551 1 5630 2
2802.805176 1 5631 2
2802.982178 1 5632 2
2803.213867 1 5633 2
2803.550781 1 5634 2
2804.509521 1 5635 3
2804.842041 1 5636 3
2805.631104 1 5637 3
2806.467041 1 5638 4
2806.554932 1 5639 4
2806.594238 1 5640 3
2806.706543 1 5641 3
2806.762939 1 5642 2
2806.951172 1 5643 2
2807.071533 1 5644 2
2807.999268 1 5645 3
2808.430664 1 5646 3
2808.920410 1 5647 2
2810.000244 1 5648 3
2810.380615 1 5649 3
2810.768311 1 5650 3
2810.903320 1 5651 2
2811.061523 1 5652 3
2811.239014 1 5653 2
2811.798584 1 5654 2
2813.891846 1 5655 2
2816.024902 1 5656 2
2818.778076 1 5657 2
2820.620850 1 5658 4
2821.120850 1 5659 3
2822.056396 1 5660 4
2822.505127 1 5661 4
2822.996826 1 5662 4
2823.600586 1 5663 4
2823.971191 1 5664 4
2824.264404 1 5665 4
2825.057617 1 5666 4
2825.160645 1 5667 3
2825.298828 1 5668 2
2825.475342 1 5669 2
2825.831055 1 5670 2
2825.978516 1 5671 2
2826.163330 1 5672 2
2826.414062 1 5673 2
2826.774170 1 5674 2
2827.095703 1 5675 2
2827.514404 1 5676 2
2827.953125 1 5677 3
2828.121826 1 5678 2
2828.337891 1 5679 2
2828.520508 1 5680 2
2828.826416 1 5681 2
2828.979004 1 5682 3
2829.233154 1 5683 2
2829.440186 1 5684 2
2829.639893 1 5685 2
2829.898193 1 5686 2
2830.138672 1 5687 3
2830.236816 1 5688 2
2832.354004 1 5689 2
2833.576904 1 5690 3
2834.983887 1 5691 2
2836.144287 1 5692 4
2836.439697 1 5693 4
2837.031250 1 5694 4
2837.572754 1 5695 4
2838.113281 1 5696 4
2838.161621 1 5697 3
2838.332031 1 5698 3
2838.719727 1 5699 2
2838.972900 1 5700 2
2839.320801 1 5701 2
2839.471680 1 5702 2
2839.627930 1 5703 2
2840.053711 1 5704 3
2840.280518 1 5705 3
2840.634277 1 5706 3
2840.818359 1 5707 3
2841.066895 1 5708 3
2841.096924 1 5709 3
2841.156494 1 5710 2
2841.291504 1 5711 2
2842.945801 1 5712 2
2844.294189 1 5713 2
2844.814209 1 5714 2
2845.793701 1 5715 4
2845.982910 1 5716 4
2846.200928 1 5717 3
2846.356445 1 5718 4
2846.457275 1 5719 3
2846.583496 1 5720 2
2846.716553 1 5721 2
2846.800781 1 5722 2
2846.979004 1 5723 2
2847.141357 1 5724 2
2847.273438 1 5725 3
2847.338623 1 5726 2
2847.551758 1 5727 2
2847.818604 1 5728 3
2847.869629 1 5729 3
2849.243408 1 5730 2
2850.395996 1 5731 2
2852.984131 1 5732 2
2854.962158 1 5733 3
2856.070801 1 5734 3
2856.746582 1 5735 4
2857.093018 1 5736 4
2857.516113 1 5737 4
2858.035156 1 5738 4
2858.668945 1 5739 4
2858.695557 1 5740 3
2858.748047 1 5741 2
2858.858887 1 5742 2
2860.660645 1 5743 2
2861.830322 1 5744 2
2863.825439 1 5745 2
2864.121094 1 5746 2
2864.209473 1 5747 3
2864.277100 1 5748 2
2864.403564 1 5749 2
2864.568115 1 5750 3
2864.648926 1 5751 2
2864.836670 1 5752 2
2865.012939 1 5753 2
2865.148438 1 5754 2
2865.230225 1 5755 2
2865.373047 1 5756 2
2865.520020 1 5757 2
2865.646240 1 5758 2
2865.844971 1 5759 2
2865.948242 1 5760 2
2866.121826 1 5761 2
2866.256348 1 5762 2
2866.356201 1 5763 2
2866.447998 1 5764 2
2866.510986 1 5765 2
2866.626465 1 5766 2
2867.072754 1 5767 2
2867.464355 1 5768 2
2867.598877 1 5769 3
2867.733154 1 5770 3
2867.869629 1 5771 2
2867.946777 1 5772 2
2868.324219 1 5773 2
2868.508301 1 5774 2
2870.154053 1 5775 2
2871.053467 1 5776 2
2871.818848 1 5777 3
2872.441650 1 5778 4
2872.778564 1 5779 3
2873.027588 1 5780 3
2873.381104 1 5781 3
2873.827637 1 5782 3
2874.002930 1 5783 2
2874.421631 1 5784 3
2874.787109 1 5785 2
2875.058594 1 5786 2
2875.474609 1 5787 2
2875.689209 1 5788 2
2875.789062 1 5789 2
2875.885010 1 5790 2
2876.022705 1 5791 2
2876.158447 1 5792 2
2876.249512 1 5793 2
2876.655762 1 5794 3
2877.395752 1 5795 2
2878.654053 1 5796 2
2878.887451 1 5797 2
2879.094482 1 5798 2
2879.384033 1 5799 2
2879.619873 1 5800 2
2880.023926 1 5801 2
2880.386719 1 5802 2
2880.609619 1 5803 2
2880.809326 1 5804 2
2881.045898 1 5805 2
2881.337646 1 5806 2
2883.369873 1 5807 2
2885.327148 1 5808 2
2886.355469 1 5809 2
2886.532227 1 5810 2
2886.777832 1 5811 3
2886.980957 1 5812 2
2887.170166 1 5813 2
2887.955566 1 5814 3
2888.075439 1 5815 3
2888.285400 1 5816 3
2888.465576 1 5817 2
2888.827148 1 5818 2
2889.023926 1 5819 2
2889.314941 1 5820 2
2889.596191 1 5821 2
2889.982178 1 5822 2
2890.168945 1 5823 2
2890.343506 1 5824 2
2891.047119 1 5825 3
2891.187256 1 5826 2
2891.521973 1 5827 2
2891.911621 1 5828 2
2893.203613 1 5829 2
2896.135742 1 5830 2
2898.422119 1 5831 3
2900.456543 1 5832 4
2901.125732 1 5833 4
2901.827393 1 5834 4
2902.299805 1 5835 4
2902.977539 1 5836 4
2903.442871 1 5837 4
2903.881836 1 5838 3
2904.771729 1 5839 4
2905.247314 1 5840 4
2905.886475 1 5841 4
2906.337402 1 5842 4
2906.385986 1 5843 4
2906.425781 1 5844 3
2906.540283 1 5845 3
2906.706299 1 5846 3
2906.828857 1 5847 2
2908.416016 1 5848 3
2908.995117 1 5849 4
2909.148682 1 5850 2
2909.328369 1 5851 2
2910.548096 1 5852 3
2911.148682 1 5853 3
2911.552734 1 5854 2
2912.590820 1 5855 3
2913.152588 1 5856 3
2913.680908 1 5857 3
2913.840820 1 5858 3
2913.989990 1 5859 3
2914.165771 1 5860 3
2914.315430 1 5861 3
2914.409668 1 5862 2
2914.585693 1 5863 2
2914.688965 1 5864 2
2914.782471 1 5865 2
2914.959473 1 5866 2
2915.076660 1 5867 2
2915.197754 1 5868 2
2915.275146 1 5869 2
2915.427490 1 5870 2
2915.629639 1 5871 2
2915.778320 1 5872 2
2915.969727 1 5873 2
2916.151611 1 5874 2
2916.283691 1 5875 2
2917.112061 1 5876 2
2917.865723 1 5877 2
2918.081787 1 5878 2
2918.517334 1 5879 3
2918.783203 1 5880 2
2919.514404 1 5881 3
2919.822754 1 5882 2
2920.250977 1 5883 3
2920.629150 1 5884 3
2920.755859 1 5885 3
2920.912598 1 5886 2
2921.735352 1 5887 2
2923.146729 1 5888 2
2924.056641 1 5889 2
2924.906982 1 5890 3
2925.332520 1 5891 2
2926.215820 1 5892 3
2926.824219 1 5893 3
2927.448730 1 5894 3
2927.596680 1 5895 4
2927.660645 1 5896 3
2927.967529 1 5897 3
2928.137939 1 5898 3
2928.421875 1 5899 3
2928.690186 1 5900 2
2929.095947 1 5901 2
2929.913818 1 5902 2
2930.637695 1 5903 2
2931.111328 1 5904 3
2931.605225 1 5905 3
2931.819580 1 5906 3
2932.048340 1 5907 3
2932.102295 1 5908 2
2933.995850 1 5909 2
2935.764648 1 5910 2
2937.197266 1 5911 2
2941.395752 1 5912 4
2941.894287 1 5913 4
2942.522949 1 5914 4
2943.007568 1 5915 4
2943.200684 1 5916 3
2943.423584 1 5917 2
2943.890625 1 5918 3
2944.101807 1 5919 2
2944.780273 1 5920 2
2945.617676 1 5921 2
2945.806641 1 5922 2
2945.880859 1 5923 2
2946.048828 1 5924 2
2949.003906 1 5925 2
2949.241211 1 5926 2
2949.523193 1 5927 2
2949.601074 1 5928 2
2949.680908 1 5929 2
2949.869629 1 5930 2
2950.582764 1 5931 3
2950.823975 1 5932 3
2951.089844 1 5933 3
2951.406982 1 5934 3
2951.642578 1 5935 2
2952.205811 1 5936 2
2952.812012 1 5937 2
2953.423340 1 5938 2
2953.903320 1 5939 2
2954.704590 1 5940 2
2955.106445 1 5941 2
2955.472900 1 5942 2
2955.952881 1 5943 3
2956.193604 1 5944 2
2956.757080 1 5945 2
2957.030273 1 5946 2
2957.552246 1 5947 2
2959.122803 1 5948 2
2959.258789 1 5949 2
2959.462646 1 5950 2
2959.651123 1 5951 2
2959.781494 1 5952 2
2959.987061 1 5953 2
2961.965088 1 5954 2
2963.658936 1 5955 2
2965.575195 1 5956 3
2966.769043 1 5957 4
2967.591309 1 5958 4
2968.510010 1 5959 4
2969.151855 1 5960 4
2969.187500 1 5961 3
2969.368408 1 5962 3
2969.613770 1 5963 2
2970.265381 1 5964 2
2971.069580 1 5965 2
2971.424072 1 5966 2
2972.416016 1 5967 4
2972.508301 1 5968 3
2972.713623 1 5969 4
2972.923096 1 5970 3
2973.055908 1 5971 4
2973.091309 1 5972 2
2973.180908 1 5973 2
2973.321777 1 5974 2
2973.426025 1 5975 2
2973.542480 1 5976 2
2973.799316 1 5977 2
2973.950195 1 5978 2
2974.266357 1 5979 2
2974.460449 1 5980 2
2974.719238 1 5981 2
2976.173584 1 5982 3
2977.502197 1 5983 3
2978.286621 1 5984 3
2978.872070 1 5985 4
2979.098633 1 5986 4
2979.474121 1 5987 3
2980.240234 1 5988 2
2980.958252 1 5989 3
2981.401855 1 5990 3
2981.801025 1 5991 4
2982.055420 1 5992 4
2982.325684 1 5993 4
2982.370361 1 5994 3
2982.423096 1 5995 3
2982.485840 1 5996 2
2982.645752 1 5997 2
2983.855469 1 5998 2
2985.005371 1 5999 2
2986.176514 1 6000 2
2986.483398 1 6001 4
2986.691162 1 6002 4
2986.762939 1 6003 2
2987.131348 1 6004 2
2987.766846 1 6005 2
2988.428223 1 6006 2
2989.241699 1 6007 2
2990.056152 1 6008 2
2990.432373 1 6009 2
2990.796631 1 6010 3
2991.655518 1 6011 2
2992.586914 1 6012 3
2993.011230 1 6013 3
2993.395508 1 6014 2
2994.294922 1 6015 3
2994.810791 1 6016 2
2995.493896 1 6017 3
2995.926758 1 6018 3
2996.614502 1 6019 3
2997.048340 1 6020 3
2997.901367 1 6021 3
2998.255859 1 6022 2
2998.695557 1 6023 2
2999.982910 1 6024 3
3000.250977 1 6025 2
3000.996094 1 6026 2
3002.421143 1 6027 3
3003.149902 1 6028 4
3003.641846 1 6029 4
3004.122314 1 6030 4
3005.198486 1 6031 4
3005.750000 1 6032 4
3006.057617 1 6033 4
3006.117188 1 6034 3
3006.533203 1 6035 3
3006.845947 1 6036 3
3007.582520 1 6037 3
3008.015625 1 6038 4
3008.262207 1 6039 3
3008.743164 1 6040 3
3009.145508 1 6041 4
3010.218018 1 6042 4
3010.411621 1 6043 4
3010.653809 1 6044 4
3010.927002 1 6045 4
3011.102051 1 6046 4
3011.566895 1 6047 4
3011.746094 1 6048 4
3011.964111 1 6049 4
3012.051025 1 6050 3
3012.335693 1 6051 2
3012.734619 1 6052 3
3013.033447 1 6053 3
3013.403564 1 6054 2
3014.369629 1 6055 2
3015.130127 1 6056 3
3015.392578 1 6057 3
3015.561279 1 6058 3
3015.711426 1 6059 2
3015.794678 1 6060 2
3015.886963 1 6061 2
3016.014893 1 6062 2
3016.129639 1 6063 2
3016.380127 1 6064 2
3016.496338 1 6065 2
3016.568848 1 6066 2
3016.645752 1 6067 2
3016.745850 1 6068 2
3016.825195 1 6069 2
3017.274658 1 6070 2
3019.607910 1 6071 2
3021.312988 1 6072 2
3021.643311 1 6073 2
3022.437012 1 6074 3
3022.737549 1 6075 3
3022.807129 1 6076 2
3024.735352 1 6077 3
3026.640137 1 6078 2
3027.057373 1 6079 2
3027.400146 1 6080 3
3027.697510 1 6081 2
3028.116455 1 6082 3
3028.425781 1 6083 2
3028.611328 1 6084 3
3029.125488 1 6085 2
3029.576904 1 6086 2
3030.114014 1 6087 3
3030.429932 1 6088 3
3030.813965 1 6089 4
3031.109619 1 6090 3
3031.841553 1 6091 3
3032.315430 1 6092 3
3032.659180 1 6093 3
3033.102783 1 6094 3
3033.450684 1 6095 4
3033.534912 1 6096 3
3033.640381 1 6097 4
3033.721436 1 6098 3
3033.838135 1 6099 2
3034.001953 1 6100 2
3034.214844 1 6101 3
3034.298584 1 6102 2
3034.698242 1 6103 2
3035.047607 1 6104 2
3035.128418 1 6105 2
3036.353271 1 6106 2
3037.039062 1 6107 2
3037.888916 1 6108 2
3038.810059 1 6109 3
3039.722656 1 6110 3
3040.403564 1 6111 4
3040.909912 1 6112 4
3041.323730 1 6113 4
3041.503174 1 6114 3
3041.711670 1 6115 2
3041.976562 1 6116 2
3043.180908 1 6117 3
3044.728271 1 6118 3
3045.679932 1 6119 2
3048.642822 1 6120 4
3049.294922 1 6121 4
3049.706055 1 6122 4
3050.252930 1 6123 4
3050.924316 1 6124 4
3051.337646 1 6125 4
3051.769775 1 6126 4
3052.267334 1 6127 4
3052.946777 1 6128 4
3053.614746 1 6129 4
3053.687744 1 6130 4
3053.844482 1 6131 4
3054.173096 1 6132 4
3054.337646 1 6133 4
3054.689697 1 6134 3
3055.275879 1 6135 3
3055.816406 1 6136 3
3056.144775 1 6137 3
3056.545898 1 6138 3
3057.270020 1 6139 3
3057.855225 1 6140 3
3058.696289 1 6141 3
3059.077148 1 6142 3
3059.604248 1 6143 4
3059.813477 1 6144 4
3060.053711 1 6145 4
3061.300049 1 6146 4
3061.951172 1 6147 3
3062.486084 1 6148 4
3062.871094 1 6149 4
3063.144531 1 6150 4
3063.240967 1 6151 4
3063.412109 1 6152 4
3063.546387 1 6153 4
3063.688232 1 6154 3
3064.001221 1 6155 2
3064.329834 1 6156 3
3064.558838 1 6157 3
3064.771484 1 6158 4
3065.062256 1 6159 3
3065.268555 1 6160 4
